id_transaksi,tanggal,jenis_transaksi,nama_barang,gudang_asal,gudang_tujuan,jumlah_masuk,jumlah_keluar,jumlah_rusak,jumlah_hilang,jumlah_ketemu,harga_satuan,total_transaksi,metode_pembayaran,status_transaksi,catatan
TRX0186,2025-02-01,penjualan,Botol 500ml,Gudang B,,0,41,4,0,0,2000,82000,tempo,selesai,Penjualan otomatis dari Gudang B
TRX0187,2025-02-01,penjualan,Botol 1000ml,Gudang D,,0,12,0,0,0,3000,36000,cash,pending,Penjualan otomatis dari Gudang D
TRX0188,2025-02-01,penjualan,Botol 600ml,Gudang C,,0,23,0,0,0,2200,50600,tempo,selesai,Penjualan otomatis dari Gudang C
TRX0189,2025-02-01,penjualan,Botol 750ml,Gudang A,,0,68,2,0,0,2600,176800,tempo,selesai,Penjualan otomatis dari Gudang A
TRX0190,2025-02-01,penjualan,Botol 330ml,Gudang B,,0,20,0,0,0,2000,40000,non-cash,selesai,Penjualan otomatis dari Gudang B
TRX0191,2025-02-01,stok_adjustment,Botol 750ml,Gudang A,,0,0,22,7,0,0,0,none,selesai,Penyesuaian stok periodik
TRX0192,2025-02-02,restock,Botol 1500ml,,Gudang C,231,0,0,0,0,3500,808500,transfer,selesai,Restock otomatis ke Gudang C
TRX0193,2025-02-02,penjualan,Botol 1000ml,Gudang B,,0,66,0,0,0,3000,198000,transfer,pending,Penjualan otomatis dari Gudang B
TRX0194,2025-02-02,pindah_gudang,Botol 1500ml,Gudang C,Gudang D,167,167,0,0,0,3500,0,internal,selesai,Pindah stok dari Gudang C ke Gudang D
TRX0195,2025-02-02,stok_adjustment,Botol 1500ml,Gudang D,,0,0,5,0,0,0,0,none,selesai,Penyesuaian stok periodik
TRX0196,2025-02-03,restock,Botol 250ml,,Gudang B,154,0,0,0,0,1500,231000,cash,selesai,Restock otomatis ke Gudang B
TRX0197,2025-02-03,penjualan,Botol 250ml,Gudang B,,0,39,0,0,0,1800,70200,tempo,selesai,Penjualan otomatis dari Gudang B
TRX0198,2025-02-03,pindah_gudang,Botol 1500ml,Gudang D,Gudang A,26,26,0,0,0,3500,0,internal,selesai,Pindah stok dari Gudang D ke Gudang A
TRX0199,2025-02-04,restock,Botol 330ml,,Gudang C,276,0,0,0,0,1700,469200,cash,selesai,Restock otomatis ke Gudang C
TRX0200,2025-02-04,restock,Botol 750ml,,Gudang B,173,0,0,0,0,2600,449800,cash,selesai,Restock otomatis ke Gudang B
TRX0201,2025-02-04,penjualan,Botol 1500ml,Gudang B,,0,41,0,0,0,3500,143500,non-cash,selesai,Penjualan otomatis dari Gudang B
TRX0202,2025-02-04,penjualan,Botol 750ml,Gudang B,,0,56,0,0,0,2800,156800,transfer,selesai,Penjualan otomatis dari Gudang B
TRX0203,2025-02-04,penjualan,Botol 600ml,Gudang C,,0,10,0,0,0,2200,22000,transfer,selesai,Penjualan otomatis dari Gudang C
TRX0204,2025-02-04,pindah_gudang,Botol 600ml,Gudang A,Gudang D,172,172,0,0,0,2200,0,internal,selesai,Pindah stok dari Gudang A ke Gudang D
TRX0205,2025-02-04,pindah_gudang,Botol 1500ml,Gudang D,Gudang B,76,76,0,0,0,3500,0,internal,selesai,Pindah stok dari Gudang D ke Gudang B
TRX0206,2025-02-04,stok_adjustment,Botol 600ml,Gudang A,,0,0,17,9,0,0,0,none,selesai,Penyesuaian stok periodik
TRX0207,2025-02-05,penjualan,Botol 330ml,Gudang B,,0,12,0,0,0,1700,20400,transfer,selesai,Penjualan otomatis dari Gudang B
TRX0208,2025-02-05,penjualan,Botol 600ml,Gudang B,,0,58,0,4,0,2200,127600,tempo,selesai,Penjualan otomatis dari Gudang B
TRX0209,2025-02-05,penjualan,Botol 250ml,Gudang A,,0,30,0,0,0,1800,54000,tempo,selesai,Penjualan otomatis dari Gudang A
TRX0210,2025-02-05,penjualan,Botol 600ml,Gudang B,,0,34,0,0,0,2200,74800,cash,pending,Penjualan otomatis dari Gudang B
TRX0211,2025-02-05,penjualan,Botol 1000ml,Gudang A,,0,33,0,0,0,3000,99000,non-cash,batal,Penjualan otomatis dari Gudang A
TRX0212,2025-02-05,penjualan,Botol 750ml,Gudang C,,0,69,0,0,0,2600,179400,tempo,selesai,Penjualan otomatis dari Gudang C
TRX0213,2025-02-05,pindah_gudang,Botol 750ml,Gudang A,Gudang D,142,142,0,0,0,2600,0,internal,selesai,Pindah stok dari Gudang A ke Gudang D
TRX0214,2025-02-06,penjualan,Botol 500ml,Gudang C,,0,34,0,0,0,2000,68000,tempo,selesai,Penjualan otomatis dari Gudang C
TRX0215,2025-02-06,penjualan,Botol 500ml,Gudang A,,0,44,4,0,0,2000,88000,non-cash,selesai,Penjualan otomatis dari Gudang A
TRX0216,2025-02-06,penjualan,Botol 330ml,Gudang C,,0,26,0,0,0,1900,49400,transfer,selesai,Penjualan otomatis dari Gudang C
TRX0217,2025-02-07,restock,Botol 600ml,,Gudang A,205,0,0,0,0,2200,451000,cash,selesai,Restock otomatis ke Gudang A
TRX0218,2025-02-07,restock,Botol 500ml,,Gudang D,292,0,0,0,0,2000,584000,cash,selesai,Restock otomatis ke Gudang D
TRX0219,2025-02-07,restock,Botol 500ml,,Gudang A,225,0,0,0,0,2000,450000,cash,selesai,Restock otomatis ke Gudang A
TRX0220,2025-02-07,penjualan,Botol 330ml,Gudang C,,0,54,0,0,0,1900,102600,tempo,pending,Penjualan otomatis dari Gudang C
TRX0221,2025-02-07,penjualan,Botol 1000ml,Gudang A,,0,17,0,0,0,3000,51000,transfer,selesai,Penjualan otomatis dari Gudang A
TRX0222,2025-02-07,penjualan,Botol 500ml,Gudang B,,0,40,0,0,0,2200,88000,transfer,pending,Penjualan otomatis dari Gudang B
TRX0223,2025-02-07,penjualan,Botol 500ml,Gudang D,,0,58,0,0,0,2200,127600,tempo,selesai,Penjualan otomatis dari Gudang D
TRX0224,2025-02-07,pindah_gudang,Botol 1500ml,Gudang A,Gudang D,177,177,0,0,0,3500,0,internal,selesai,Pindah stok dari Gudang A ke Gudang D
TRX0225,2025-02-08,restock,Botol 750ml,,Gudang C,151,0,0,0,0,2600,392600,transfer,selesai,Restock otomatis ke Gudang C
TRX0226,2025-02-08,restock,Botol 250ml,,Gudang C,220,0,0,0,0,1500,330000,cash,selesai,Restock otomatis ke Gudang C
TRX0227,2025-02-08,restock,Botol 250ml,,Gudang D,170,0,0,0,0,1500,255000,transfer,selesai,Restock otomatis ke Gudang D
TRX0228,2025-02-08,penjualan,Botol 1000ml,Gudang C,,0,18,0,0,0,3000,54000,non-cash,selesai,Penjualan otomatis dari Gudang C
TRX0229,2025-02-08,penjualan,Botol 600ml,Gudang D,,0,32,1,0,0,2200,70400,transfer,selesai,Penjualan otomatis dari Gudang D
TRX0230,2025-02-08,pindah_gudang,Botol 250ml,Gudang B,Gudang A,82,82,0,0,0,1500,0,internal,selesai,Pindah stok dari Gudang B ke Gudang A
TRX0231,2025-02-08,pindah_gudang,Botol 500ml,Gudang A,Gudang D,80,80,0,0,0,2000,0,internal,selesai,Pindah stok dari Gudang A ke Gudang D
TRX0232,2025-02-08,stok_adjustment,Botol 600ml,Gudang C,,0,0,0,1,6,0,0,none,selesai,Penyesuaian stok periodik
TRX0233,2025-02-09,restock,Botol 1500ml,,Gudang A,345,0,0,0,0,3500,1207500,transfer,selesai,Restock otomatis ke Gudang A
TRX0234,2025-02-09,penjualan,Botol 1500ml,Gudang A,,0,91,11,0,0,3500,318500,tempo,selesai,Penjualan otomatis dari Gudang A
TRX0235,2025-02-09,penjualan,Botol 1500ml,Gudang D,,0,77,0,0,0,3800,292600,transfer,selesai,Penjualan otomatis dari Gudang D
TRX0236,2025-02-09,penjualan,Botol 600ml,Gudang B,,0,36,0,0,0,2200,79200,non-cash,selesai,Penjualan otomatis dari Gudang B
TRX0237,2025-02-09,penjualan,Botol 750ml,Gudang D,,0,71,0,0,0,2800,198800,non-cash,selesai,Penjualan otomatis dari Gudang D
TRX0238,2025-02-09,penjualan,Botol 330ml,Gudang A,,0,23,0,0,0,1900,43700,tempo,selesai,Penjualan otomatis dari Gudang A
TRX0239,2025-02-10,restock,Botol 1000ml,,Gudang D,122,0,0,0,0,3000,366000,transfer,selesai,Restock otomatis ke Gudang D
TRX0240,2025-02-10,restock,Botol 750ml,,Gudang C,270,0,0,0,0,2600,702000,transfer,selesai,Restock otomatis ke Gudang C
TRX0241,2025-02-10,restock,Botol 1500ml,,Gudang A,369,0,0,0,0,3500,1291500,transfer,selesai,Restock otomatis ke Gudang A
TRX0242,2025-02-10,penjualan,Botol 330ml,Gudang D,,0,36,0,0,0,2000,72000,tempo,selesai,Penjualan otomatis dari Gudang D
TRX0243,2025-02-10,pindah_gudang,Botol 1500ml,Gudang D,Gudang A,167,167,0,0,0,3500,0,internal,selesai,Pindah stok dari Gudang D ke Gudang A
TRX0244,2025-02-10,stok_adjustment,Botol 1000ml,Gudang D,,0,0,1,4,0,0,0,none,selesai,Penyesuaian stok periodik
TRX0245,2025-02-11,restock,Botol 1500ml,,Gudang B,118,0,0,0,0,3500,413000,transfer,selesai,Restock otomatis ke Gudang B
TRX0246,2025-02-11,penjualan,Botol 1500ml,Gudang D,,0,21,0,0,0,3500,73500,tempo,selesai,Penjualan otomatis dari Gudang D
TRX0247,2025-02-11,penjualan,Botol 600ml,Gudang A,,0,29,0,0,0,2200,63800,transfer,pending,Penjualan otomatis dari Gudang A
TRX0248,2025-02-11,penjualan,Botol 1000ml,Gudang B,,0,52,0,0,0,3000,156000,cash,selesai,Penjualan otomatis dari Gudang B
TRX0249,2025-02-11,penjualan,Botol 500ml,Gudang B,,0,49,0,0,0,2300,112700,transfer,selesai,Penjualan otomatis dari Gudang B
TRX0250,2025-02-11,penjualan,Botol 500ml,Gudang C,,0,18,0,0,0,2300,41400,cash,selesai,Penjualan otomatis dari Gudang C
TRX0251,2025-02-12,penjualan,Botol 330ml,Gudang D,,0,51,0,0,0,1700,86700,cash,selesai,Penjualan otomatis dari Gudang D
TRX0252,2025-02-12,penjualan,Botol 250ml,Gudang B,,0,21,0,0,0,1700,35700,tempo,selesai,Penjualan otomatis dari Gudang B
TRX0253,2025-02-12,pindah_gudang,Botol 600ml,Gudang D,Gudang B,88,88,0,0,0,2200,0,internal,selesai,Pindah stok dari Gudang D ke Gudang B
TRX0254,2025-02-13,penjualan,Botol 500ml,Gudang A,,0,22,0,0,0,2200,48400,non-cash,selesai,Penjualan otomatis dari Gudang A
TRX0255,2025-02-13,penjualan,Botol 330ml,Gudang B,,0,49,0,0,0,1900,93100,non-cash,selesai,Penjualan otomatis dari Gudang B
TRX0256,2025-02-13,penjualan,Botol 500ml,Gudang C,,0,26,0,0,0,2200,57200,transfer,selesai,Penjualan otomatis dari Gudang C
TRX0257,2025-02-13,penjualan,Botol 1500ml,Gudang C,,0,53,6,0,0,3500,185500,transfer,selesai,Penjualan otomatis dari Gudang C
TRX0258,2025-02-14,restock,Botol 330ml,,Gudang B,312,0,0,0,0,1700,530400,cash,selesai,Restock otomatis ke Gudang B
TRX0259,2025-02-14,penjualan,Botol 330ml,Gudang A,,0,10,0,0,0,1700,17000,transfer,selesai,Penjualan otomatis dari Gudang A
TRX0260,2025-02-14,penjualan,Botol 600ml,Gudang B,,0,63,0,0,0,2200,138600,tempo,pending,Penjualan otomatis dari Gudang B
TRX0261,2025-02-14,penjualan,Botol 330ml,Gudang A,,0,10,0,0,0,2000,20000,cash,selesai,Penjualan otomatis dari Gudang A
TRX0262,2025-02-14,penjualan,Botol 1000ml,Gudang C,,0,46,0,0,0,3300,151800,tempo,selesai,Penjualan otomatis dari Gudang C
TRX0263,2025-02-14,penjualan,Botol 1000ml,Gudang A,,0,30,0,0,0,3200,96000,tempo,pending,Penjualan otomatis dari Gudang A
TRX0264,2025-02-14,penjualan,Botol 250ml,Gudang D,,0,55,0,0,0,1500,82500,non-cash,selesai,Penjualan otomatis dari Gudang D
TRX0265,2025-02-14,pindah_gudang,Botol 1000ml,Gudang D,Gudang C,85,85,0,0,0,3000,0,internal,selesai,Pindah stok dari Gudang D ke Gudang C
TRX0266,2025-02-14,pindah_gudang,Botol 330ml,Gudang C,Gudang D,120,120,0,0,0,1700,0,internal,selesai,Pindah stok dari Gudang C ke Gudang D
TRX0267,2025-02-15,restock,Botol 1000ml,,Gudang D,394,0,0,0,0,3000,1182000,transfer,selesai,Restock otomatis ke Gudang D
TRX0268,2025-02-15,restock,Botol 1500ml,,Gudang C,251,0,0,0,0,3500,878500,transfer,selesai,Restock otomatis ke Gudang C
TRX0269,2025-02-15,penjualan,Botol 500ml,Gudang C,,0,76,0,0,0,2200,167200,transfer,selesai,Penjualan otomatis dari Gudang C
TRX0270,2025-02-15,penjualan,Botol 330ml,Gudang D,,0,89,0,0,0,1700,151300,tempo,selesai,Penjualan otomatis dari Gudang D
TRX0271,2025-02-15,penjualan,Botol 1500ml,Gudang D,,0,14,0,0,0,3500,49000,cash,selesai,Penjualan otomatis dari Gudang D
TRX0272,2025-02-15,penjualan,Botol 1500ml,Gudang B,,0,78,0,2,0,3700,288600,cash,selesai,Penjualan otomatis dari Gudang B
TRX0273,2025-02-15,penjualan,Botol 500ml,Gudang B,,0,62,0,0,0,2000,124000,non-cash,selesai,Penjualan otomatis dari Gudang B
TRX0274,2025-02-15,pindah_gudang,Botol 750ml,Gudang C,Gudang A,187,187,0,0,0,2600,0,internal,selesai,Pindah stok dari Gudang C ke Gudang A
TRX0275,2025-02-15,pindah_gudang,Botol 330ml,Gudang D,Gudang A,84,84,0,0,0,1700,0,internal,selesai,Pindah stok dari Gudang D ke Gudang A
TRX0276,2025-02-15,stok_adjustment,Botol 1000ml,Gudang C,,0,0,1,0,0,0,0,none,selesai,Penyesuaian stok periodik
TRX0277,2025-02-16,restock,Botol 600ml,,Gudang D,136,0,0,0,0,2200,299200,cash,selesai,Restock otomatis ke Gudang D
TRX0278,2025-02-16,restock,Botol 1000ml,,Gudang B,246,0,0,0,0,3000,738000,transfer,selesai,Restock otomatis ke Gudang B
TRX0279,2025-02-16,penjualan,Botol 1000ml,Gudang C,,0,86,0,0,0,3300,283800,tempo,selesai,Penjualan otomatis dari Gudang C
TRX0280,2025-02-16,stok_adjustment,Botol 500ml,Gudang C,,0,0,76,36,1,0,0,none,selesai,Penyesuaian stok periodik
TRX0281,2025-02-17,restock,Botol 600ml,,Gudang C,130,0,0,0,0,2200,286000,cash,selesai,Restock otomatis ke Gudang C
TRX0282,2025-02-17,penjualan,Botol 750ml,Gudang D,,0,12,0,0,0,2900,34800,non-cash,selesai,Penjualan otomatis dari Gudang D
TRX0283,2025-02-18,restock,Botol 500ml,,Gudang A,286,0,0,0,0,2000,572000,cash,selesai,Restock otomatis ke Gudang A
TRX0284,2025-02-18,restock,Botol 600ml,,Gudang D,315,0,0,0,0,2200,693000,transfer,selesai,Restock otomatis ke Gudang D
TRX0285,2025-02-18,penjualan,Botol 600ml,Gudang C,,0,37,3,0,0,2500,92500,transfer,selesai,Penjualan otomatis dari Gudang C
TRX0286,2025-02-18,penjualan,Botol 600ml,Gudang D,,0,43,0,2,0,2500,107500,non-cash,selesai,Penjualan otomatis dari Gudang D
TRX0287,2025-02-18,pindah_gudang,Botol 250ml,Gudang C,Gudang B,38,38,0,0,0,1500,0,internal,selesai,Pindah stok dari Gudang C ke Gudang B
TRX0288,2025-02-18,pindah_gudang,Botol 750ml,Gudang B,Gudang A,26,26,0,0,0,2600,0,internal,selesai,Pindah stok dari Gudang B ke Gudang A
TRX0289,2025-02-18,stok_adjustment,Botol 1000ml,Gudang A,,0,0,19,7,1,0,0,none,selesai,Penyesuaian stok periodik
TRX0290,2025-02-19,restock,Botol 750ml,,Gudang A,338,0,0,0,0,2600,878800,cash,selesai,Restock otomatis ke Gudang A
TRX0291,2025-02-19,penjualan,Botol 600ml,Gudang A,,0,39,0,0,0,2400,93600,tempo,selesai,Penjualan otomatis dari Gudang A
TRX0292,2025-02-19,penjualan,Botol 330ml,Gudang A,,0,14,0,1,0,1700,23800,transfer,selesai,Penjualan otomatis dari Gudang A
TRX0293,2025-02-19,penjualan,Botol 500ml,Gudang A,,0,22,1,0,0,2200,48400,cash,selesai,Penjualan otomatis dari Gudang A
TRX0294,2025-02-19,penjualan,Botol 1000ml,Gudang C,,0,58,0,0,0,3300,191400,transfer,selesai,Penjualan otomatis dari Gudang C
TRX0295,2025-02-19,penjualan,Botol 500ml,Gudang A,,0,63,0,0,0,2000,126000,transfer,selesai,Penjualan otomatis dari Gudang A
TRX0296,2025-02-19,penjualan,Botol 250ml,Gudang D,,0,34,0,0,0,1800,61200,non-cash,selesai,Penjualan otomatis dari Gudang D
TRX0297,2025-02-19,pindah_gudang,Botol 750ml,Gudang B,Gudang D,46,46,0,0,0,2600,0,internal,selesai,Pindah stok dari Gudang B ke Gudang D
TRX0298,2025-02-20,restock,Botol 600ml,,Gudang D,212,0,0,0,0,2200,466400,transfer,selesai,Restock otomatis ke Gudang D
TRX0299,2025-02-20,penjualan,Botol 250ml,Gudang D,,0,65,0,0,0,1700,110500,tempo,selesai,Penjualan otomatis dari Gudang D
TRX0300,2025-02-20,penjualan,Botol 750ml,Gudang B,,0,17,0,0,0,2600,44200,transfer,selesai,Penjualan otomatis dari Gudang B
TRX0301,2025-02-20,penjualan,Botol 330ml,Gudang D,,0,31,0,0,0,1700,52700,tempo,selesai,Penjualan otomatis dari Gudang D
TRX0302,2025-02-20,pindah_gudang,Botol 1500ml,Gudang B,Gudang C,169,169,0,0,0,3500,0,internal,selesai,Pindah stok dari Gudang B ke Gudang C
TRX0303,2025-02-21,penjualan,Botol 750ml,Gudang A,,0,52,0,0,0,2600,135200,transfer,pending,Penjualan otomatis dari Gudang A
TRX0304,2025-02-21,penjualan,Botol 330ml,Gudang D,,0,14,1,0,0,2000,28000,tempo,pending,Penjualan otomatis dari Gudang D
TRX0305,2025-02-21,penjualan,Botol 1000ml,Gudang C,,0,44,0,0,0,3000,132000,tempo,selesai,Penjualan otomatis dari Gudang C
TRX0306,2025-02-21,pindah_gudang,Botol 500ml,Gudang C,Gudang B,75,75,0,0,0,2000,0,internal,selesai,Pindah stok dari Gudang C ke Gudang B
TRX0307,2025-02-21,stok_adjustment,Botol 750ml,Gudang C,,0,0,39,9,1,0,0,none,selesai,Penyesuaian stok periodik
TRX0308,2025-02-22,penjualan,Botol 600ml,Gudang C,,0,20,0,0,0,2200,44000,non-cash,selesai,Penjualan otomatis dari Gudang C
TRX0309,2025-02-22,penjualan,Botol 1000ml,Gudang A,,0,84,0,0,0,3000,252000,transfer,pending,Penjualan otomatis dari Gudang A
TRX0310,2025-02-22,penjualan,Botol 600ml,Gudang D,,0,54,0,0,0,2200,118800,transfer,selesai,Penjualan otomatis dari Gudang D
TRX0311,2025-02-22,penjualan,Botol 1000ml,Gudang C,,0,62,0,0,0,3000,186000,transfer,pending,Penjualan otomatis dari Gudang C
TRX0312,2025-02-22,stok_adjustment,Botol 1500ml,Gudang A,,0,0,1,20,0,0,0,none,selesai,Penyesuaian stok periodik
TRX0313,2025-02-23,penjualan,Botol 1500ml,Gudang D,,0,10,0,0,0,3500,35000,transfer,selesai,Penjualan otomatis dari Gudang D
TRX0314,2025-02-23,pindah_gudang,Botol 1000ml,Gudang A,Gudang C,88,88,0,0,0,3000,0,internal,selesai,Pindah stok dari Gudang A ke Gudang C
TRX0315,2025-02-24,restock,Botol 250ml,,Gudang C,244,0,0,0,0,1500,366000,cash,selesai,Restock otomatis ke Gudang C
TRX0316,2025-02-24,restock,Botol 1500ml,,Gudang C,151,0,0,0,0,3500,528500,cash,selesai,Restock otomatis ke Gudang C
TRX0317,2025-02-24,penjualan,Botol 1500ml,Gudang A,,0,65,6,0,0,3700,240500,transfer,selesai,Penjualan otomatis dari Gudang A
TRX0318,2025-02-24,penjualan,Botol 1000ml,Gudang D,,0,56,0,0,0,3000,168000,cash,selesai,Penjualan otomatis dari Gudang D
TRX0319,2025-02-24,penjualan,Botol 1000ml,Gudang D,,0,58,0,0,0,3000,174000,transfer,selesai,Penjualan otomatis dari Gudang D
TRX0320,2025-02-24,penjualan,Botol 500ml,Gudang D,,0,27,0,0,0,2000,54000,tempo,selesai,Penjualan otomatis dari Gudang D
TRX0321,2025-02-24,pindah_gudang,Botol 330ml,Gudang D,Gudang B,49,49,0,0,0,1700,0,internal,selesai,Pindah stok dari Gudang D ke Gudang B
TRX0322,2025-02-24,pindah_gudang,Botol 1500ml,Gudang A,Gudang D,138,138,0,0,0,3500,0,internal,selesai,Pindah stok dari Gudang A ke Gudang D
TRX0323,2025-02-24,stok_adjustment,Botol 1000ml,Gudang B,,0,0,30,3,10,0,0,none,selesai,Penyesuaian stok periodik
TRX0324,2025-02-25,restock,Botol 750ml,,Gudang D,250,0,0,0,0,2600,650000,cash,selesai,Restock otomatis ke Gudang D
TRX0325,2025-02-25,restock,Botol 330ml,,Gudang A,366,0,0,0,0,1700,622200,cash,selesai,Restock otomatis ke Gudang A
TRX0326,2025-02-25,penjualan,Botol 600ml,Gudang B,,0,11,0,0,0,2200,24200,transfer,selesai,Penjualan otomatis dari Gudang B
TRX0327,2025-02-25,penjualan,Botol 1500ml,Gudang A,,0,66,3,0,0,3700,244200,cash,selesai,Penjualan otomatis dari Gudang A
TRX0328,2025-02-26,restock,Botol 330ml,,Gudang D,195,0,0,0,0,1700,331500,transfer,selesai,Restock otomatis ke Gudang D
TRX0329,2025-02-26,restock,Botol 600ml,,Gudang A,189,0,0,0,0,2200,415800,cash,selesai,Restock otomatis ke Gudang A
TRX0330,2025-02-26,penjualan,Botol 1000ml,Gudang C,,0,59,0,0,0,3300,194700,cash,batal,Penjualan otomatis dari Gudang C
TRX0331,2025-02-26,penjualan,Botol 600ml,Gudang B,,0,66,0,0,0,2200,145200,transfer,selesai,Penjualan otomatis dari Gudang B
TRX0332,2025-02-26,penjualan,Botol 600ml,Gudang C,,0,32,2,0,0,2200,70400,transfer,pending,Penjualan otomatis dari Gudang C
TRX0333,2025-02-26,penjualan,Botol 500ml,Gudang B,,0,18,0,0,0,2000,36000,tempo,pending,Penjualan otomatis dari Gudang B
TRX0334,2025-02-26,pindah_gudang,Botol 330ml,Gudang D,Gudang C,25,25,0,0,0,1700,0,internal,selesai,Pindah stok dari Gudang D ke Gudang C
TRX0335,2025-02-26,pindah_gudang,Botol 250ml,Gudang D,Gudang A,56,56,0,0,0,1500,0,internal,selesai,Pindah stok dari Gudang D ke Gudang A
TRX0336,2025-02-27,restock,Botol 1500ml,,Gudang D,114,0,0,0,0,3500,399000,cash,selesai,Restock otomatis ke Gudang D
TRX0337,2025-02-27,restock,Botol 600ml,,Gudang B,110,0,0,0,0,2200,242000,cash,selesai,Restock otomatis ke Gudang B
TRX0338,2025-02-27,restock,Botol 600ml,,Gudang C,109,0,0,0,0,2200,239800,cash,selesai,Restock otomatis ke Gudang C
TRX0339,2025-02-27,penjualan,Botol 750ml,Gudang B,,0,12,1,0,0,2900,34800,transfer,selesai,Penjualan otomatis dari Gudang B
TRX0340,2025-02-27,penjualan,Botol 1000ml,Gudang B,,0,36,0,0,0,3200,115200,cash,selesai,Penjualan otomatis dari Gudang B
TRX0341,2025-02-27,stok_adjustment,Botol 250ml,Gudang A,,0,0,1,14,0,0,0,none,selesai,Penyesuaian stok periodik
TRX0342,2025-02-28,restock,Botol 750ml,,Gudang D,128,0,0,0,0,2600,332800,cash,selesai,Restock otomatis ke Gudang D
TRX0343,2025-02-28,penjualan,Botol 600ml,Gudang B,,0,60,0,0,0,2500,150000,cash,selesai,Penjualan otomatis dari Gudang B
TRX0344,2025-02-28,penjualan,Botol 250ml,Gudang C,,0,32,1,0,0,1800,57600,tempo,selesai,Penjualan otomatis dari Gudang C
TRX0345,2025-02-28,penjualan,Botol 750ml,Gudang B,,0,17,0,0,0,2900,49300,tempo,selesai,Penjualan otomatis dari Gudang B
TRX0346,2025-02-28,penjualan,Botol 1500ml,Gudang A,,0,16,0,0,0,3500,56000,transfer,selesai,Penjualan otomatis dari Gudang A
TRX0347,2025-02-28,penjualan,Botol 1500ml,Gudang A,,0,54,0,0,0,3500,189000,tempo,selesai,Penjualan otomatis dari Gudang A
TRX0348,2025-02-28,pindah_gudang,Botol 750ml,Gudang C,Gudang A,195,195,0,0,0,2600,0,internal,selesai,Pindah stok dari Gudang C ke Gudang A
TRX0349,2025-02-28,pindah_gudang,Botol 250ml,Gudang A,Gudang D,32,32,0,0,0,1500,0,internal,selesai,Pindah stok dari Gudang A ke Gudang D
TRX0350,2025-03-01,penjualan,Botol 600ml,Gudang C,,0,20,0,0,0,2200,44000,tempo,selesai,Penjualan otomatis dari Gudang C
TRX0351,2025-03-01,penjualan,Botol 330ml,Gudang D,,0,105,0,0,0,1700,178500,non-cash,selesai,Penjualan otomatis dari Gudang D
TRX0352,2025-03-01,penjualan,Botol 600ml,Gudang D,,0,73,2,0,0,2200,160600,transfer,selesai,Penjualan otomatis dari Gudang D
TRX0353,2025-03-01,penjualan,Botol 1500ml,Gudang C,,0,55,0,0,0,3500,192500,non-cash,selesai,Penjualan otomatis dari Gudang C
TRX0354,2025-03-01,penjualan,Botol 250ml,Gudang C,,0,123,0,0,0,1800,221400,non-cash,selesai,Penjualan otomatis dari Gudang C
TRX0355,2025-03-01,penjualan,Botol 1500ml,Gudang A,,0,15,0,0,0,3700,55500,non-cash,selesai,Penjualan otomatis dari Gudang A
TRX0356,2025-03-01,pindah_gudang,Botol 500ml,Gudang D,Gudang B,123,123,0,0,0,2000,0,internal,selesai,Pindah stok dari Gudang D ke Gudang B
TRX0357,2025-03-01,pindah_gudang,Botol 330ml,Gudang B,Gudang D,70,70,0,0,0,1700,0,internal,selesai,Pindah stok dari Gudang B ke Gudang D
TRX0358,2025-03-01,stok_adjustment,Botol 250ml,Gudang C,,0,0,12,1,0,0,0,none,selesai,Penyesuaian stok periodik
TRX0359,2025-03-02,restock,Botol 600ml,,Gudang D,394,0,0,0,0,2200,866800,transfer,selesai,Restock otomatis ke Gudang D
TRX0360,2025-03-02,restock,Botol 500ml,,Gudang C,426,0,0,0,0,2000,852000,cash,selesai,Restock otomatis ke Gudang C
TRX0361,2025-03-02,restock,Botol 750ml,,Gudang B,300,0,0,0,0,2600,780000,cash,selesai,Restock otomatis ke Gudang B
TRX0362,2025-03-02,penjualan,Botol 750ml,Gudang D,,0,81,4,0,0,2600,210600,tempo,selesai,Penjualan otomatis dari Gudang D
TRX0363,2025-03-02,penjualan,Botol 1000ml,Gudang B,,0,130,0,0,0,3200,416000,non-cash,pending,Penjualan otomatis dari Gudang B
TRX0364,2025-03-02,pindah_gudang,Botol 750ml,Gudang A,Gudang B,180,180,0,0,0,2600,0,internal,selesai,Pindah stok dari Gudang A ke Gudang B
TRX0365,2025-03-02,stok_adjustment,Botol 330ml,Gudang D,,0,0,1,16,0,0,0,none,selesai,Penyesuaian stok periodik
TRX0366,2025-03-03,penjualan,Botol 250ml,Gudang D,,0,27,0,0,0,1500,40500,tempo,selesai,Penjualan otomatis dari Gudang D
